cust_id,tot_income,tot_age,tot_cust_years,tot_children,female_ind,single_ind,married_ind,separated_ind,ca_resident_ind,ny_resident_ind,tx_resident_ind,il_resident_ind,az_resident_ind,oh_resident_ind,ck_acct_ind,sv_acct_ind,cc_acct_ind,ck_avg_bal,sv_avg_bal,cc_avg_bal,ck_avg_tran_amt,sv_avg_tran_amt,cc_avg_tran_amt,q1_trans_cnt,q2_trans_cnt,q3_trans_cnt,q4_trans_cnt
25896734,7913.5,35,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,18204.79288888889,1947.6586666666667,1552.835925925926,22.300604938271604,14.767901234567901,-3.0736296296296297,7,10,17,47
17712981,0.0,9,8,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,4316.952,0.0,0.0,98.065,0.0,7,7,6,8
13628170,8259.0,30,9,3,0,0,0,0,0,0,0,0,0,0,1,1,1,841.668,667.1812727272727,1067.4881454545455,0.08484848484848485,36.571333333333335,-47.23707878787879,56,50,43,16
13626090,1929.0,80,9,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2810.3613620689657,296.3232988505747,4266.642827586207,-146.43097126436783,-41.551833333333335,-68.18164942528736,120,12,22,20
29992248,80550.8,43,10,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5377.985299401197,1751.2287964071857,2150.454622754491,8.482095808383233,-1.9186526946107785,1.2511077844311378,96,51,6,14
17720157,39650.0,53,10,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25890654,0.0,20,9,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,3516.192,0.0,0.0,66.95436363636364,0.0,4,6,4,8
16353672,8270.2,27,6,4,0,0,0,1,0,0,0,1,0,0,1,1,1,2684.7886153846152,444.9773076923077,1159.3313653846153,25.818076923076923,-12.444086538461539,-13.764519230769231,118,19,21,50
20452410,40272.0,72,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16359300,3732.3,40,10,6,1,0,1,0,0,0,0,0,0,0,1,0,1,232.46881132075472,0.0,823.1830188679245,-1.9691823899371068,0.0,-4.794025157232705,111,16,17,15
27252140,48900.0,44,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1928.7277177914111,0.0,7821.452171779141,-0.8139877300613497,0.0,29.064110429447855,110,14,15,24
19082560,54324.2,42,2,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,470.09595454545456,3186.818181818182,0.0,-1.678409090909091,-7.731363636363636,3,9,16,16
20445720,65112.0,45,2,6,1,0,1,0,0,0,0,0,0,0,1,0,0,2491.593,0.0,0.0,-1.4934343434343433,0.0,0.0,0,0,19,80
27256340,16518.0,29,10,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1838.844,1154.5685454545455,1860.2081454545455,2.4364848484848487,16.225151515151516,-18.69830303030303,56,50,43,16
25902947,3731.4,30,6,1,1,0,1,0,0,0,1,0,0,0,1,0,1,636.8789758064516,0.0,801.5810483870968,60.986532258064514,0.0,23.47651612903226,47,21,36,20
25904619,1899.8,49,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
29984372,14253.8,70,10,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2596.515269662921,1974.9246629213483,2734.757393258427,-18.69258426966292,7.715533707865169,2.4010393258426967,40,68,44,26
19078276,46214.0,56,6,1,1,0,1,0,0,0,0,0,0,0,1,1,0,643.8094545454545,1531.4517272727273,0.0,-0.06818181818181818,0.8309090909090909,0.0,7,3,1,0
14989326,0.0,17,9,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,2563.456,0.0,0.0,-156.90163636363636,0.0,4,6,4,8
19081090,0.0,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
23174791,17301.3,38,4,3,1,0,1,0,0,0,0,0,0,0,1,1,1,6632.0335125,1478.4475125,623.51225,27.2979125,11.00899375,20.12630625,110,21,20,9
27268900,11836.0,29,10,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,9041.003,0.0,0.0,-23.921935483870968,0.0,9,8,8,6
16361784,1917.1,69,9,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,448.05558139534884,2617.6687674418604,0.0,9.842674418604652,69.27220930232558,31,26,18,11
14990426,112514.6,58,8,4,1,0,0,1,0,0,0,1,0,0,1,1,1,21065.770164179103,35980.17609452736,2244.1618457711443,-418.59958208955226,643.9179701492537,300.20995522388057,27,30,117,27
14989854,15903.8,51,11,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2573.772,0.0,0.0,-56.36295,12,12,19,17
16357092,0.0,18,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,7675.884,0.0,0.0,3.9,0.0,3,3,3,3
16356684,1363.5,77,7,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0.0,2072.4612352941176,2022.2498117647058,0.0,-24.536470588235293,3.463058823529412,19,19,15,32
25891300,1177.0,80,7,0,1,0,0,0,1,0,0,0,0,0,1,1,1,10111.919657142857,407.93622857142856,884.3635714285714,56.69982857142857,13.578685714285715,39.37392857142857,17,14,19,20
31356889,0.0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,2712.47,0.0,0.0,34.23975609756098,0.0,5,11,11,14
16350240,12259.2,52,5,7,1,0,0,0,1,0,0,0,0,0,1,0,1,958.7345625,0.0,604.3425,-3.1577083333333333,0.0,26.671180555555555,115,11,11,7
29977354,53790.0,49,9,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1107.113963190184,0.0,4073.137079754601,4.699447852760736,0.0,10.10625153374233,110,14,15,24
29991302,66477.4,51,11,0,1,1,0,0,0,0,1,0,0,0,1,1,1,318.0081666666667,3332.217097222222,4091.8256944444443,1.993425925925926,8.319537037037037,-1.8378981481481482,129,25,29,33
25903555,10395.5,60,7,1,1,0,1,0,0,0,0,0,1,0,1,0,1,5965.3556875,0.0,5999.85,67.73854166666666,0.0,28.662944444444445,76,47,10,11
13632280,36237.0,42,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1292.4441951219512,1465.9328780487806,0.0,-12.107317073170732,98.99967479674797,0.0,3,80,30,10
21801248,0.0,17,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,4727.742737142858,238.36557142857143,341.9139085714286,-8.103502857142857,4.920222857142857,-0.26958857142857146,61,51,40,23
14995970,0.0,18,3,2,0,1,0,0,0,0,1,0,0,0,1,1,0,328.62914383561645,935.3251095890411,0.0,-16.358630136986303,-15.126739726027397,0.0,102,3,3,38
27268040,48736.0,63,5,0,1,1,0,0,0,1,0,0,0,0,1,0,1,16597.01369117647,0.0,4419.304213235294,-99.37897058823529,0.0,-0.06838235294117648,75,42,10,9
23165407,16175.9,30,5,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,270.81662903225805,1272.0483870967741,0.0,46.742548387096775,10.930516129032258,3,7,12,40
14994012,7489.9,62,2,2,1,1,0,0,0,0,0,0,1,0,1,1,0,400.36535433070867,536.9220472440945,0.0,-12.623622047244094,12.974929133858268,0.0,65,40,13,9
27252460,31108.0,73,5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1605.1333235294117,403.0521764705882,0.0,-13.00294117647059,0.7614705882352941,0.0,57,3,3,5
24537600,37827.0,20,3,2,0,1,0,0,1,0,0,0,0,0,1,1,1,2166.2598305084744,278.05774011299434,98.39728813559321,-41.78357627118644,27.92420338983051,-5.552943502824859,47,80,28,22
16358028,2753.7,22,7,3,1,1,0,0,0,0,0,1,0,0,1,1,1,158.86,100.974,34.5914,-5.5545,0.238,65.20933333333333,11,19,22,8
13631830,46870.0,60,10,1,0,0,1,0,1,0,0,0,0,0,1,0,0,12964.716,0.0,0.0,-594.3082626262626,0.0,0.0,99,0,0,0
20444265,36135.0,72,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14993154,16938.9,62,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,1182.351,0.0,0.0,0.19725,0.0,3,3,3,3
20447670,46830.0,39,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1283.568,0.0,0.0,-11.922626262626263,0.0,0.0,99,0,0,0
24531318,92894.4,41,4,2,0,1,0,0,0,0,1,0,0,0,1,0,0,7811.89,0.0,0.0,-260.15632323232325,0.0,0.0,37,33,29,0
25905265,2338.3,34,10,1,0,0,1,0,0,0,0,0,0,0,1,0,1,8587.10106122449,0.0,1438.3833469387755,37.10438095238095,0.0,25.644013605442176,80,45,7,15
14991053,47719.1,50,10,2,0,1,0,0,0,0,0,0,0,0,1,1,1,447.34576923076924,867.9286538461538,894.0888461538461,-63.223076923076924,7.68826923076923,323.60734615384615,26,24,15,13
23176457,23510.2,60,6,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4733.71962295082,653.4080655737705,1471.2180983606556,54.9903825136612,19.641786885245903,26.13981420765027,117,24,19,23
17716231,0.0,10,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
29994316,69810.4,40,10,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
29992358,42460.0,62,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17721756,11765.0,61,8,2,1,0,1,0,0,0,0,0,0,1,1,0,1,892.9184785714285,0.0,5327.900507142857,30.499964285714285,0.0,8.70417857142857,111,9,8,12
28617309,0.0,14,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,222.62,0.0,0.0,9.106,0.0,3,3,3,3
31347850,27450.5,60,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,11.572702702702703,1307.948108108108,107.00675675675676,-0.02027027027027027,23.971891891891893,-4.332972972972973,3,7,8,19
16353252,5112.2,35,5,5,1,0,1,0,0,0,0,1,0,0,1,1,1,225.65675,966.2322222222223,1380.6698888888889,0.24773148148148147,22.509305555555557,0.09962962962962962,130,15,19,52
14996454,12512.5,28,7,3,0,0,1,0,0,0,1,0,0,0,1,0,1,3189.4647791411044,0.0,2490.0801963190183,-133.56844785276073,0.0,149.3690061349693,70,45,31,17
31353232,45632.0,50,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,244.6873469387755,0.0,561.734693877551,-5.078163265306123,0.0,-20.386938775510203,0,0,0,49
31339202,61554.9,31,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1401.0,0.0,0.0,-17.56756756756757,0,8,35,31
28625688,879.3,20,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,3400.6670422535212,738.672676056338,45.63380281690141,-6.322323943661972,1.8500845070422536,1.4507042253521127,11,18,23,19
23175454,35238.0,59,5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,910.44225,5155.93375,0.0,55.54280303030303,50.99739393939394,0.0,108,5,9,10
31348908,53707.3,51,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16353780,0.0,20,5,3,0,1,0,0,0,0,0,1,0,0,1,1,1,3447.092606896552,259.29244137931033,289.6551724137931,-29.778206896551723,-3.7866896551724136,-15.364620689655172,102,3,3,37
27252820,6838.0,28,9,0,1,1,0,0,0,0,0,0,0,1,1,1,1,16839.885739130434,235.93648913043478,1479.8138913043479,-51.03880434782609,0.49967391304347825,16.46836956521739,21,25,21,25
28632681,4852.7,70,10,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2418.481011235955,0.0,1405.2990449438203,-5.801241573033708,0.0,4.152780898876404,73,63,22,20
25894207,5036.0,55,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,15181.279262068965,1058.9927793103448,574.0077586206896,41.55721379310345,12.42095172413793,6.5296,6,8,64,67
13625460,10025.0,36,6,1,1,0,1,0,0,1,0,0,0,0,1,1,1,2572.2748421052634,583.2553875598086,4125.241607655503,-123.11636842105263,41.3604019138756,50.549794258373204,130,21,28,30
16355736,6942.6,44,4,3,0,1,0,0,1,0,0,0,0,0,1,1,1,3560.8927410358565,55.2196015936255,3489.0387250996014,-60.17386454183267,-1.7432669322709162,7.128247011952191,133,35,39,44
27265380,88614.0,53,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14987335,24959.0,27,6,2,1,1,0,0,0,1,0,0,0,0,1,0,1,359.8059473684211,0.0,2495.3776842105262,-11.529122807017544,0.0,-57.080052631578944,13,18,50,90
31337730,24840.0,89,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3135.79,0.0,0.0,-27.259684210526316,0.0,0.0,23,23,26,23
13633860,12033.0,86,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17713592,16750.5,57,4,2,1,0,1,0,0,0,0,1,0,0,1,1,1,469.36958490566036,2756.4652201257863,476.8553459119497,27.348993710691825,7.239496855345912,3.376918238993711,6,105,11,37
20438505,45996.0,61,8,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0.0,35180.991,0.0,0.0,161.33385964912281,0.0,16,14,16,11
16350024,3261.3,60,10,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,1739.7,0.0,0.0,48.35727272727273,0.0,5,7,5,5
21800992,165183.2,46,9,1,1,1,0,0,1,0,0,0,0,0,1,1,1,18090.82881325301,1228.8785542168675,1548.433734939759,-8.769644578313253,23.379265060240964,-55.602409638554214,6,6,19,135
23171595,5866.0,65,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,849.8540089285714,332.0584285714286,0.16964285714285715,68.64603603603604,8.644882882882882,0.0,3,3,10,95
16361688,701.2,23,8,3,1,1,0,0,1,0,0,0,0,0,1,1,1,2031.50784375,2076.65285625,368.9385,-36.8095625,-7.70675,-9.445875,30,37,70,23
17719117,124260.5,49,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,98062.081,0.0,0.0,-29.753,0.0,0.0,3,8,22,12
25904847,1737.7,85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1046.576,0.0,0.0,77.89939393939395,0.0,0.0,0,13,67,19
19080502,0.0,16,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4410.161,0.0,0.0,8.099545454545455,0.0,3,3,6,10
20442825,3433.5,39,6,2,1,0,1,0,0,0,1,0,0,0,1,1,0,4575.054253846154,303.82885384615383,0.0,37.121,0.8717692307692307,0.0,40,50,29,11
29980478,38306.4,38,7,2,1,0,0,1,0,0,0,0,0,0,1,1,1,6859.301777777778,138.2637037037037,8364.291462962963,-4.934111111111111,0.8192037037037037,-5.8430987654320985,117,21,13,11
23176117,28393.6,45,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,4889.48325,401.2955,0.0,17.096916666666665,20.00535606060606,0.0,6,11,105,10
31349897,0.0,15,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25898786,2136.4,77,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
21807184,0.0,16,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,4533.318247252747,151.87326373626374,2266.440824175824,-9.18495054945055,3.6747582417582416,-0.9135274725274726,63,47,46,26
28625268,5840.9,25,4,3,1,0,1,0,0,0,1,0,0,0,1,1,1,36.71338028169014,173.5830985915493,984.1064788732394,0.5809859154929577,4.745774647887324,15.681929577464789,20,13,19,19
21809712,52478.4,41,4,1,1,1,0,0,0,0,0,0,0,0,1,0,1,471.89632,0.0,700.71364,1.0352,0.0,12.33124,35,5,4,6
28623840,8148.6,42,2,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,281.49136363636364,769.0909090909091,0.0,-4.298,-38.15825,3,9,16,16
28629468,5702.6,23,2,2,0,0,1,0,0,1,0,0,0,0,1,1,1,2110.041304347826,646.68,1565.1230434782608,2.550173913043478,20.528434782608695,38.100144927536235,37,13,10,9
23168365,52387.4,48,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,3772.23,0.0,0.0,184.9398108108108,9,9,12,7
24532524,30913.2,83,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,322.2,102.59927272727273,372.0181818181818,-3.2838060606060604,-1.2174181818181817,-14.219393939393939,115,15,13,22
14993605,37920.3,54,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16357560,3410.0,36,6,5,0,0,0,0,0,0,0,0,0,0,1,1,1,271.1294347826087,43.62733333333333,523.2339710144928,-0.7507729468599034,-0.44855072463768114,10.77512077294686,120,30,32,25
29991852,45955.8,28,7,0,1,0,0,1,1,0,0,0,0,0,1,0,1,2059.67652,0.0,3077.4471,-12.906693333333333,0.0,-3.571,7,13,12,118
16359108,1540.4,31,10,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1158.741,0.0,0.0,2.992,13,10,15,17
29989036,28901.4,77,7,0,1,0,1,0,0,0,1,0,0,0,1,1,1,146.75080813953488,1543.2648255813954,2496.4710523255812,4.669360465116279,7.083447674418605,-1.8656976744186047,50,54,46,22
20437515,98020.5,63,10,4,1,0,1,0,1,0,0,0,0,0,1,0,1,840.4766292134832,0.0,1209.1190561797753,-15.595505617977528,0.0,181.39011235955056,25,28,15,21
17713254,0.0,11,10,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27264020,16076.0,80,2,0,1,0,1,0,1,0,0,0,0,0,1,1,1,4103.702175438597,492.6398245614035,2117.5438596491226,-29.773508771929823,-0.3449122807017544,-73.01789473684211,3,8,10,36
29988464,29249.0,43,13,3,1,0,1,0,1,0,0,0,0,0,1,0,1,11834.145583333333,0.0,78.10183333333333,-7.26187037037037,0.0,8.868972222222222,45,52,11,0
27261940,43326.0,54,6,1,1,0,1,0,0,0,0,0,0,0,1,1,1,991.8425647058823,133.8724,4392.371117647059,-2.4961176470588233,-3.931764705882353,-4.047235294117647,69,68,16,17
28626507,8337.6,39,9,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4216.41,604.0087692307692,0.0,-34.87723076923077,2.3756461538461537,0.0,47,57,20,6
25899432,795.5,24,6,0,1,1,0,0,0,0,0,0,0,0,1,1,1,13183.914816901408,2815.9088450704226,165.04225352112675,26.746521126760562,14.619577464788732,27.690140845070424,11,18,23,19
29977574,30318.2,55,5,0,1,0,1,0,0,0,0,0,1,0,1,1,1,515.11075,210.834,453.73965,3.8767625,1.36935,-2.3670125,6,6,9,59
14992989,32343.3,38,8,4,0,0,0,0,1,0,0,0,0,0,1,0,1,4214.069704918033,0.0,3944.354950819672,-267.97086885245903,0.0,65.32039344262294,87,52,24,20
20446485,0.0,20,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
13634090,9379.0,70,10,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,2579.216,0.0,0.0,204.658675,8,14,11,7
21806320,68606.2,56,9,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,327.4096,648.0,0.0,3.765018181818182,-18.428745454545453,3,3,9,40
19078654,18921.0,24,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2450.9086391752576,766.3959587628866,78.89808247422681,-5.424536082474226,-0.37082474226804124,2.095257731958763,24,29,24,20
16359552,1533.4,22,7,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1306.6866710526315,1088.3112894736842,1172.8498157894737,-24.274035087719298,2.0967543859649123,-4.071008771929825,134,31,31,32
20439570,10512.0,45,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,339.687,0.0,0.0,-6.0359649122807015,0.0,0.0,10,19,10,18
13629520,7633.0,54,4,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2415.8573214285716,39.8574375,3652.0726785714287,-53.225,0.008544642857142857,202.46898214285713,24,35,27,26
13634740,3339.0,21,6,1,1,1,0,0,1,0,0,0,0,0,1,1,1,3239.01208125,4000.926825,790.5825,-166.7422125,-38.0136125,-43.71630625,30,37,70,23
21809744,23392.2,23,5,3,0,0,1,0,0,0,1,0,0,0,1,0,0,7124.948,0.0,0.0,-12.594737373737374,0.0,0.0,99,0,0,0
23164319,17359.5,49,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,498.90108588957054,0.0,1875.5792883435583,45.39303680981595,0.0,36.60353987730061,110,14,15,24
31347643,42267.1,36,6,2,1,0,1,0,0,0,1,0,0,0,1,1,0,336.75714285714287,241.56214285714285,0.0,-2.527936507936508,5.777698412698412,0.0,126,0,0,0
20447175,9585.0,46,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1205.3665446428572,297.42026785714285,0.0,3.595982142857143,15.504642857142857,0.0,105,7,0,0
25902833,510.0,31,4,0,1,1,0,0,0,0,0,1,0,0,1,1,1,6146.718416666667,334.84458333333333,5793.820277777778,24.44286574074074,11.747851851851852,37.219541666666665,121,50,24,21
13625930,11725.0,31,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,4881.451034482759,0.0,1338.2844827586207,-228.75995977011493,0.0,-39.336022988505746,3,11,125,35
19086074,48797.0,41,1,3,0,0,0,0,0,0,1,0,0,0,1,1,1,4434.854038043478,432.97715217391305,6591.959054347826,-4.178641304347826,0.5989130434782609,-5.725869565217391,9,17,28,130
20443320,84399.0,49,6,7,0,0,0,1,0,0,0,0,0,0,1,0,1,14475.0189375,0.0,33373.608995192306,19.107932692307692,0.0,123.48697115384616,127,27,29,25
31353025,0.0,16,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,240.8770588235294,0.0,1613.4823529411765,-1.7485026737967915,0.0,5.627593582887701,121,19,18,29
24541038,28339.2,52,0,4,1,0,1,0,0,1,0,0,0,0,1,0,0,366.63,0.0,0.0,-8.679191919191918,0.0,0.0,48,51,0,0
31346907,226701.8,43,3,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0.0,1191.33,2077.655,0.0,0.7125,172.96708333333333,6,6,6,6
23176389,12905.0,73,9,0,1,0,0,0,0,0,0,0,1,0,1,1,1,708.8150256410256,80.10389743589744,552.1094017094017,47.32452991452991,7.845128205128205,27.366367521367522,33,23,25,36
28624869,6405.0,58,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
28633311,0.0,15,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,203.27,0.0,0.0,-1.4442222222222223,0.0,15,3,0,0
27251900,58482.0,58,7,2,1,0,1,0,0,0,1,0,0,0,1,0,0,29040.156,0.0,0.0,-165.68656565656565,0.0,0.0,57,42,0,0
23166172,26100.3,60,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27259200,115284.0,59,11,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,39545.7317260274,55958.604383561644,0.0,0.2638356164383562,-137.05534246575343,21,20,13,19
25889514,6951.3,56,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1,17394.989142857143,0.0,1365.0628571428572,26.3635,0.0,19.85090909090909,3,15,24,112
21808272,0.0,16,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,4535.568435483871,1181.3563870967741,345.48387096774195,-8.37381182795699,6.129462365591398,-1.6824193548387096,113,26,24,23
17718506,3715.4,79,6,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1498.3562130177515,0.0,676.769526627219,26.38059171597633,0.0,15.302692307692308,116,17,16,20
23179058,2370.7,25,6,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1730.48225625,2552.10650625,549.3735,30.5888875,8.0929,15.004725,30,37,70,23
19085010,80812.2,58,8,2,0,0,0,0,0,1,0,0,0,0,1,1,1,8418.175717391305,3482.4159782608695,9247.647391304348,-6.585652173913044,4.764347826086957,22.024347826086956,18,22,16,36
17718220,0.0,13,5,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0,1488.2080416666668,246.70158333333333,0.0,37.238958333333336,21.3228125,11,12,13,12
28614894,3788.4,28,7,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0.0,1655.38,0.0,0.0,43.8208,0.0,3,3,3,31
23175590,0.0,21,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,191.37920547945205,562.1409246575342,0.0,50.171027397260275,23.43377397260274,0.0,102,3,3,38
29982172,0.0,20,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,4020.655,0.0,0.0,20.91325,0.0,3,3,3,15
13634610,23108.0,70,10,1,1,0,1,0,0,0,0,0,0,0,1,0,1,6386.148505617977,0.0,4545.57256741573,-108.4312584269663,0.0,-1.4176685393258428,73,63,22,20
20448330,8184.0,68,5,2,0,0,0,0,1,0,0,0,0,0,1,0,1,3004.854265822785,0.0,2012.7140506329115,23.70126582278481,0.0,-26.370189873417722,14,15,9,120
