cust_id,tot_income,tot_age,tot_cust_years,tot_children,female_ind,single_ind,married_ind,separated_ind,ca_resident_ind,ny_resident_ind,tx_resident_ind,il_resident_ind,az_resident_ind,oh_resident_ind,ck_acct_ind,sv_acct_ind,cc_acct_ind,ck_avg_bal,sv_avg_bal,cc_avg_bal,ck_avg_tran_amt,sv_avg_tran_amt,cc_avg_tran_amt,q1_trans_cnt,q2_trans_cnt,q3_trans_cnt,q4_trans_cnt
24539364,101332.8,40,8,4,0,0,1,0,0,0,0,1,0,0,1,0,0,7746.27,0.0,0.0,-294.5531313131313,0.0,0.0,99,0,0,0
13630820,36464.0,33,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,8269.12736,0.0,1399.256672,-379.938416,0.0,-6.76828,25,40,25,35
23176814,23217.0,58,4,1,1,0,0,0,0,0,1,0,0,0,1,1,1,123.59785714285714,105.758987012987,1962.0198701298702,31.661688311688312,15.852545454545455,23.428354978354978,128,43,27,33
13628780,9848.0,43,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20446395,1558.5,84,11,2,0,0,1,0,0,0,0,0,0,0,1,1,1,3616.625037735849,207.70030188679246,1164.6442264150944,33.49905660377358,-5.062452830188679,-21.670188679245282,58,76,16,9
27266620,62108.0,55,7,2,0,0,1,0,0,0,0,0,0,0,1,1,1,29044.410352941177,2100.9099352941175,16080.751764705883,-31.60494117647059,-3.8981176470588235,133.75658823529412,80,50,19,21
23174162,0.0,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27266660,33730.0,19,6,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1107.6290935251798,5235.089208633093,0.0,-3.7448920863309354,37.218345323741005,0.0,110,8,7,14
20440725,26625.0,61,8,3,1,0,1,0,0,1,0,0,0,0,1,1,1,5110.811237288136,167.9105254237288,1830.4419491525423,-62.900960451977404,3.0252542372881357,-12.757401129943503,115,19,21,22
23164761,7680.8,33,5,2,1,0,1,0,0,1,0,0,0,0,1,1,1,2388.4615048543687,59.12763106796117,1128.1767961165049,17.172572815533982,13.71307281553398,22.32254854368932,126,26,28,26
31338949,33835.3,73,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1270.932142857143,0.0,235.92857142857142,-4.249444444444444,0.0,-7.774761904761904,99,0,10,17
21811776,60335.6,64,7,1,0,0,0,1,1,0,0,0,0,0,1,1,1,3502.0835931558936,399.5619619771863,8414.022422053233,-7.354403041825095,4.984273764258555,21.408714828897338,133,46,39,45
23179279,0.0,18,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25889020,5579.0,41,8,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1133.3291538461538,352.18063461538463,1539.3046153846153,47.28051282051282,8.597173076923077,15.190025641025642,95,33,15,13
27263640,202354.0,50,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.0,8997.66,24140.0,0.0,-131.5823076923077,-270.2144871794872,3,22,17,36
16359012,3905.4,22,7,3,0,1,0,0,1,0,0,0,0,0,1,1,0,2830.2091510791365,4785.377266187051,0.0,-32.63539568345324,-0.17762589928057554,0.0,42,55,37,5
28626045,1341.9,42,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,296.40776785714286,61.965892857142855,0.0,7.790625,4.0350625,0.0,105,7,0,0
14989183,34805.1,49,9,4,1,0,1,0,0,0,1,0,0,0,1,0,1,4622.9667251908395,0.0,1422.6547786259541,40.50510687022901,0.0,-108.87664122137404,99,0,2,30
16350120,2268.0,92,12,3,1,0,1,0,0,0,0,0,0,0,1,0,0,3842.052,0.0,0.0,-60.445473684210526,0.0,0.0,23,23,26,23
23170915,32088.4,64,10,2,0,0,1,0,0,0,0,0,0,0,1,1,1,3397.609725388601,2570.153720207254,389.1624766839378,47.406373056994816,33.23021761658031,29.139932642487047,22,24,127,20
29981270,95880.4,47,7,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,3459.56,0.0,0.0,8.410045454545454,0.0,6,3,6,7
19088468,13293.0,26,5,3,1,0,0,1,0,0,0,0,0,0,1,1,1,3581.8904,2336.5752,7583.9876,0.30533333333333335,4.750666666666667,4.100777777777778,18,23,24,25
17715438,18383.3,14,6,2,0,1,0,0,0,0,0,0,0,0,1,0,1,781.9774615384615,0.0,4076.7670769230767,29.986643356643356,0.0,20.825454545454544,12,109,9,13
28617414,6932.1,56,6,1,1,0,1,0,0,0,0,0,0,0,1,1,0,230.26545454545453,542.9709090909091,0.0,1.5068181818181818,5.973545454545454,0.0,7,3,1,0
27262940,41740.0,48,10,5,1,0,1,0,1,0,0,0,0,0,1,1,1,2042.3240163934427,4565.934491803278,641.6660983606557,5.084972677595628,-23.399726775956285,-0.26469945355191254,117,19,18,29
24526260,37011.6,52,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,461.71,0.0,0.0,0.48925,0.0,3,3,3,3
28625793,2692.8,67,7,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2463.5533333333333,412.0233333333333,25.979365079365078,-20.760666666666665,17.38669841269841,26.65595238095238,18,13,13,19
28613088,1389.8,40,10,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1980.473,88.26044444444445,304.2888888888889,-3.1008444444444443,1.5837444444444444,2.7221611111111113,76,55,22,27
13627340,33010.0,56,6,1,1,0,1,0,0,0,0,0,0,0,1,1,0,751.0505454545455,1781.3943636363636,0.0,-18.10081818181818,0.382,0.0,7,3,1,0
21801120,53461.2,50,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,725.965,0.0,0.0,10.28275,0.0,3,3,3,3
24527970,0.0,16,6,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,4498.12,0.0,0.0,-11.594891891891892,0.0,9,3,12,13
25888070,7457.5,62,9,0,1,1,0,0,0,1,0,0,0,0,1,1,1,13411.281101694914,786.7478079096045,2611.027231638418,13.977796610169491,13.434141242937853,15.99828813559322,25,116,15,21
28618611,1661.9,82,2,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1808.2426943005182,130.62383419689118,910.2077720207254,-4.693621761658031,3.5758860103626944,17.978932642487045,114,24,24,31
28617162,9281.2,31,1,2,1,0,1,0,0,1,0,0,0,0,1,1,1,4674.488424657534,40.97178082191781,347.4157534246575,-31.8456301369863,0.758527397260274,-7.6274931506849315,13,14,73,46
31357165,30100.1,22,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,1508.1305970149253,1994.1325373134327,0.0,2.502537313432836,36.894776119402984,13,22,13,19
31348885,103948.5,59,9,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1277.371865284974,938.9417098445596,397.29772020725386,8.421917098445595,12.97880829015544,10.236113989637305,22,24,127,20
28615692,4356.4,47,2,3,0,0,1,0,0,0,1,0,0,0,1,0,0,322.68,0.0,0.0,6.071111111111111,0.0,0.0,3,3,3,90
14995266,46234.1,34,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,26903.205,0.0,0.0,-2271.9103448275864,0,0,0,29
19085276,17082.8,80,10,1,0,0,1,0,0,0,0,0,0,0,1,1,1,387.0234,576.1912727272727,3130.909090909091,-0.011939393939393939,1.2187878787878788,-3.9883030303030305,85,26,7,47
16356060,1290.2,25,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14992450,13128.5,62,2,2,1,0,1,0,0,0,0,0,0,0,1,1,1,30.035702702702704,5007.23545945946,323.697972972973,-0.24324324324324326,281.0087027027027,-52.78467567567568,3,7,8,19
19080950,21107.8,75,5,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,3466.343142857143,1622.2142857142858,0.0,4.02202380952381,0.03654761904761905,21,22,19,22
21810736,95869.8,59,12,1,1,0,1,0,0,0,0,0,0,0,1,0,1,11196.078586956522,0.0,1737.9784782608697,-29.08734782608696,0.0,2.4343840579710143,110,10,10,8
21811184,0.0,16,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,4528.738975903614,161.56969879518073,1711.9169638554217,-10.657614457831325,4.151397590361446,27.65934939759036,18,28,23,14
28612689,649.5,83,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,74.8796052631579,87.82184210526316,327.2111403508772,3.1521491228070175,2.5227543859649124,7.330464912280702,170,56,2,0
31351346,41820.9,33,3,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1101.0,0.0,0.0,-58.8235294117647,0,0,0,17
17717115,2975.7,30,7,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2758.3456153846155,329.5896153846154,0.0,40.962192307692305,10.68746153846154,0.0,40,50,29,11
29976562,13437.6,24,9,0,0,1,0,0,0,0,0,0,0,0,1,1,1,581.6944885496183,2901.9829465648854,1513.3747786259541,4.6279389312977095,-0.9921526717557252,-0.3011832061068702,99,9,12,11
23167124,8843.8,36,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,4211.32,0.0,0.0,34.45515151515151,0.0,0.0,99,0,0,0
21803760,44163.6,40,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,5474.35879245283,127.26698113207547,569.811320754717,-10.820704402515723,2.967176100628931,-16.9811320754717,9,9,96,45
19083190,35953.4,57,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16357848,614.2,32,11,5,1,0,0,0,1,0,0,0,0,0,1,0,0,197.919,0.0,0.0,-1.4972727272727273,0.0,0.0,79,20,0,0
13632710,7467.0,42,2,1,1,1,0,0,0,0,1,0,0,0,1,1,1,5131.17225,674.052,2217.03325,-105.26207386363636,22.05963068181818,39.700613636363634,117,13,18,28
23177358,4353.7,26,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,190.99098039215687,580.2174117647058,0.37254901960784315,53.04502,18.99614,0.0,6,13,17,14
16353564,3761.5,35,5,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,343.284,0.0,0.0,2.826363636363636,4,8,5,5
25889362,9393.0,52,9,2,1,0,1,0,0,0,0,0,0,0,1,0,1,26139.189264367815,0.0,1220.8733333333332,-11.833597701149426,0.0,35.25116091954023,77,4,3,3
20443980,27580.5,23,5,2,0,1,0,0,1,0,0,0,0,0,1,1,0,2558.699870503597,1347.2771223021582,0.0,7.69841726618705,-7.082589928057554,0.0,110,8,9,12
16360128,2756.0,69,9,3,1,0,1,0,0,0,0,0,1,0,1,1,1,181.55788524590164,86.9807213114754,960.015737704918,-0.5666666666666667,1.9084699453551912,-3.144590163934426,115,18,19,31
13627160,36761.0,56,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
28615293,2271.8,29,5,3,1,0,1,0,0,1,0,0,0,0,1,1,1,2133.3586893203883,29.72116504854369,411.71563106796117,-15.052441747572816,1.3335145631067962,-0.45986893203883494,126,26,28,26
13625120,15432.0,63,3,1,1,1,0,0,1,0,0,0,0,0,1,1,1,7729.565538461538,707.5256223776224,1733.9334545454547,-106.72641958041957,74.30921678321678,-91.06435664335665,59,47,30,7
24531786,17064.0,44,2,4,0,0,1,0,0,0,0,0,0,0,1,1,1,471.50741379310347,200.50155172413793,62.91310344827586,11.769885057471264,7.2428448275862065,-0.3413333333333333,111,23,17,23
25903327,3204.4,24,6,0,1,1,0,0,0,0,0,0,0,0,1,1,0,717.6688057553957,2579.0776978417266,0.0,53.99645323741007,31.66497122302158,0.0,110,8,7,14
24527340,28555.2,68,6,2,1,1,0,0,1,0,0,0,0,0,1,0,1,2123.0936170212767,0.0,921.9744680851064,-75.26948936170213,0.0,30.272340425531915,140,1,0,0
16353396,3395.3,52,12,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1790.3427786885245,339.60781967213114,0.0,13.361065573770492,7.916065573770492,0.0,104,6,7,5
16359432,1768.8,41,7,3,1,0,1,0,0,0,0,0,0,1,1,1,0,2823.5709,284.9496,0.0,-49.691272727272725,24.047818181818183,0.0,67,43,0,0
23171663,0.0,20,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25891661,4530.2,64,11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16350132,528.6,86,6,3,0,1,0,0,0,1,0,0,0,0,1,1,1,132.67053191489362,406.7687234042553,495.3047712765958,-1.5967021276595745,5.736063829787234,-10.56968085106383,109,27,23,29
17717778,47677.5,32,9,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17717635,34303.1,52,9,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,637.0733090909091,1423.1454545454546,0.0,21.592727272727274,-1.201,3,3,9,40
21808032,106067.0,66,9,1,1,0,1,0,0,1,0,0,0,0,1,0,1,923.9295826771654,0.0,5106.951594488189,6.8375196850393705,0.0,4.072248031496063,142,30,43,39
24536880,33386.4,40,8,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0.0,145.48137931034483,621.4672413793104,0.0,0.27856896551724136,12.96478448275862,20,31,39,26
23172496,20572.2,59,5,2,0,0,1,0,0,0,1,0,0,0,1,1,1,1375.6087258064515,864.0996774193549,726.4469032258064,43.62016129032258,18.898989247311828,19.13691935483871,71,68,27,20
28624932,1429.9,61,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,148.11023622047244,139.8787401574803,0.0,5.963779527559055,3.0806850393700786,0.0,65,40,13,9
25887253,1255.0,76,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,8511.120699029127,548.3702524271845,1491.1108349514564,26.587271844660194,8.32119417475728,9.582077669902912,17,25,25,36
16360080,0.0,16,8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20450355,28561.5,43,10,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
23166988,18440.8,62,8,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2556.297,0.0,0.0,80.56032323232323,0.0,0.0,31,39,29,0
21809456,0.0,15,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,9500.708,0.0,0.0,13.77,0.0,3,3,3,3
24541812,73924.2,59,7,2,0,1,0,0,0,1,0,0,0,0,1,1,0,4803.550088495575,393.09522123893805,0.0,-188.49943362831857,84.92743362831858,0.0,73,40,0,0
31347620,0.0,17,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0,566.3233333333334,98.72041666666667,0.0,12.774166666666666,0.6870833333333334,11,12,13,12
16358976,1502.3,68,8,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14994815,16831.1,71,9,2,0,0,1,0,0,0,0,0,0,0,1,1,1,2519.289193548387,94.58403225806451,908.6248655913978,-138.6,-14.139451612903226,-10.699612903225807,120,31,17,18
21807536,80704.0,60,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,8165.295906976744,0.0,376.74418604651163,-16.901255813953487,0.0,-8.583728682170543,6,12,90,21
19088230,8285.2,30,9,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,3302.433,0.0,0.0,-0.18516129032258064,0.0,9,8,8,6
20452185,49092.0,58,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27262540,0.0,16,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,795.5630769230769,4236.7774615384615,0.0,1.9153846153846155,87.18346153846154,4,5,6,11
23162925,4473.0,82,8,0,1,1,0,0,0,0,0,1,0,0,1,1,1,239.78261440677966,210.76128813559322,2565.7774491525424,31.19944915254237,12.700851694915254,40.327055084745766,139,34,29,34
31354405,59402.1,75,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4056.42,0.0,0.0,-18.386666666666667,0.0,0.0,99,0,0,0
14998115,11567.6,43,3,3,0,0,0,0,1,0,0,0,0,0,1,1,0,10876.8114,637.6192,0.0,-161.18648,0.20928,0.0,9,9,9,48
27257440,34198.0,47,9,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,9117.629,0.0,0.0,-39.0525,19,19,14,16
20446635,13495.5,28,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,6363.051,0.0,0.0,-108.03868686868687,0.0,0.0,99,0,0,0
29985186,9917.6,74,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1520.193,0.0,0.0,6.996010101010101,0.0,0.0,99,0,0,0
24534666,14862.6,31,8,2,1,0,1,0,0,0,0,0,0,0,1,1,1,2127.9828358208956,462.93470149253733,83.28358208955224,-71.61975373134328,51.79950746268657,-29.850746268656717,104,8,4,18
23177868,0.0,22,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2123.70225,460.13825,0.0,61.274848484848484,22.345742424242424,0.0,4,7,23,98
24536664,58591.8,49,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17720313,68773.9,36,3,2,1,0,0,1,0,0,1,0,0,0,0,1,1,0.0,13005.053114754099,3379.5250819672133,0.0,13.95639344262295,0.3030327868852459,3,6,21,31
13626040,28204.0,41,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1493.214,0.0,0.0,-0.450475,0.0,3,5,15,17
25903004,3447.4,33,7,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2313.5276554054053,479.7742297297297,1242.307972972973,57.79168918918919,13.244398648648648,16.279797297297296,44,72,19,13
19086592,25852.4,32,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1909.0680752688172,1243.791387096774,308.87063440860214,1.6694623655913978,3.180322580645161,-1.2265591397849462,12,14,27,40
31343572,59737.9,57,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1107.88,0.0,0.0,4.552121212121212,0.0,0.0,31,39,29,0
27269100,74942.0,55,7,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,1213.5664210526315,24256.68289473684,0.0,1.3857894736842105,-575.4294736842105,3,3,3,29
25903574,6695.0,60,7,1,0,0,1,0,0,0,0,0,1,0,1,1,0,21142.09096116505,291.45646601941746,0.0,38.89571844660194,9.235456310679611,0.0,22,25,29,27
31353991,36165.2,41,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1605.3772881355933,0.0,712.2237288135593,-14.39638418079096,0.0,-1.543446327683616,72,70,16,19
13632890,19300.0,58,8,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
24541596,76557.6,41,9,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,232.617,1106.7038,0.0,-32.73604,154.34202,30,7,6,7
21815072,374808.2,58,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2550.423,0.0,0.0,2.9656565656565657,0.0,0.0,89,10,0,0
23169504,20635.4,40,6,3,0,0,1,0,0,1,0,0,0,0,1,0,1,170.51466666666667,0.0,1591.4693333333332,54.53740740740741,0.0,22.32265925925926,106,10,10,9
27266080,29560.0,88,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2220.39,0.0,0.0,-5.346363636363637,0.0,0.0,99,0,0,0
21804752,46571.2,32,5,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,464.317,0.0,0.0,11.40609090909091,4,8,5,5
13625710,6108.0,20,5,1,0,1,0,0,0,0,0,0,0,0,1,1,1,525.0470076335878,1881.4538015267176,888.9046717557252,-14.865648854961831,-25.69118320610687,-22.945969465648854,99,9,12,11
16351092,5656.6,67,7,3,1,1,0,0,0,0,0,0,0,1,1,0,1,2926.845753694581,0.0,2190.7610246305417,-26.894384236453202,0.0,-6.4996059113300495,121,24,35,23
23173805,10863.7,74,8,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1362.6232258064515,55.54621505376344,563.0411827956989,28.901612903225807,7.841672043010752,26.004247311827957,120,31,17,18
16350684,4049.2,43,3,7,0,0,0,0,1,0,0,0,0,0,1,1,1,2068.346739130435,220.61891304347827,121.73913043478261,-32.05768115942029,-10.178115942028985,-16.246376811594203,6,6,77,49
20448810,19975.5,24,6,2,1,1,0,0,0,0,0,1,0,0,1,1,1,2808.9063529411765,718.5090980392157,1027.4216274509804,16.720915032679738,0.34366013071895424,34.79601307189542,111,14,16,12
16355904,5152.1,43,3,3,1,1,0,0,0,0,0,0,1,0,1,0,0,338.961,0.0,0.0,-5.0762626262626265,0.0,0.0,3,96,0,0
29992072,36128.4,37,7,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,19433.754,0.0,0.0,36.648227272727276,0.0,3,5,10,26
25896962,0.0,22,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1358.088,0.0,0.0,72.92608771929825,0.0,0.0,5,16,18,18
19086830,76598.2,56,6,2,1,0,1,0,0,0,0,0,1,0,1,0,1,6911.12125,0.0,4512.245,3.769375,0.0,1.809375,76,47,10,11
14997411,10998.9,46,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27251760,12708.0,66,8,0,0,0,1,0,0,0,0,0,0,0,1,1,1,869.3370967741936,321.0220483870968,2969.6530645161292,-2.994516129032258,-4.857150537634409,-11.088763440860214,119,18,21,28
23172598,7983.2,77,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
28619997,1698.5,85,5,1,0,1,0,0,0,0,0,0,0,0,1,1,1,49.15156424581006,112.09072625698325,109.53162011173184,4.452905027932961,-1.4181117318435754,1.063100558659218,122,17,21,19
28629846,15936.9,41,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,3013.9355555555558,232.83,-0.31746031746031744,39.29387096774194,1.9734516129032258,0.0,4,3,30,25
20440200,12423.0,78,5,2,1,0,1,0,1,0,0,0,0,0,1,0,1,4025.8958606557376,0.0,961.4754098360655,29.177459016393442,0.0,-39.969098360655735,55,44,0,23
19079690,12738.6,29,8,1,0,1,0,0,0,0,0,0,0,0,1,1,1,367.4955,3079.6434545454545,130.81043181818183,0.3834090909090909,0.9040909090909091,1.58,6,11,8,19
31349230,10175.2,18,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1095.132,161.49466666666666,207.63466666666667,8.63369696969697,3.982121212121212,-3.5637575757575757,81,53,16,15
31340237,73949.6,32,2,0,1,0,1,0,0,0,1,0,0,0,1,1,1,4359.076071428572,250.04464285714286,35.425892857142856,-29.571785714285713,0.2986607142857143,34.86642857142857,37,30,37,8
17719689,71579.3,26,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2047.341,0.0,0.0,-6.005,0,6,3,9
16349820,4764.9,28,7,3,1,1,0,0,0,1,0,0,0,0,1,0,1,201.04815789473685,0.0,1115.3077894736841,-1.582982456140351,0.0,-10.007192982456141,13,18,50,90
25900933,2074.6,78,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,6398.715,0.0,0.0,82.11308860759493,17,16,21,25
21813920,17420.0,23,5,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.0,144.165,1292.486153846154,0.0,2.363192307692308,-0.4146923076923077,10,13,14,15
23170167,17103.9,72,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
13628230,43381.0,49,9,1,0,1,0,0,0,0,0,0,0,0,1,1,1,445.7626923076923,814.9569615384615,886.5473076923076,-52.68589743589744,6.473525641025641,270.11239743589744,26,24,15,13
13633450,54713.0,56,6,2,1,0,1,0,0,0,0,0,1,0,1,0,1,7663.5068125,0.0,5225.77,141.13541666666666,0.0,-18.133166666666668,76,47,10,11
21814816,96683.6,36,9,1,0,1,0,0,0,0,0,0,0,0,1,0,1,9385.7075,0.0,3271.66,-11.36155,0.0,17.872875,14,8,10,48
21804416,70899.4,68,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8521.41,0.0,0.0,-17.235181818181818,0.0,0.0,21,36,31,11
17718688,26232.7,45,12,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1547.238,0.0,0.0,42.843620689655175,0.0,7,8,5,9
21814000,28610.4,72,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1066.41,0.0,0.0,8.901020202020202,0.0,0.0,99,0,0,0
13631410,18920.0,52,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2136.4634076923076,647.5404,0.0,32.33615384615385,26.820607692307693,0.0,108,4,9,9
27264600,11880.0,28,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,21994.986,0.0,0.0,-84.94353535353535,0.0,0.0,6,54,39,0
16354344,0.0,18,8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16359972,6521.3,58,8,5,0,0,1,0,0,0,0,0,0,0,1,1,1,6511.232329411765,482.6087294117647,3257.6830588235293,-17.413705882352943,-2.193058823529412,71.20535294117647,80,50,19,21
